"level","timestamp","id","date_time","status_code","http_method","absolute_uri","path_info","ip_address","forwarded_for","referer","user_name","is_authenticated","user_auth_name","vega_organization_id","vega_user_id","session_id","auth_provider","request_duration","error","stack_trace","year","month","hour","minute","is_login","is_authentication_error","is_api_error","request_duration_seconds","api_endpoint_class","api_call_count"
"Information","2022-10-07T22:00:40.8901194+00:00","28","2022-10-07","200","POST","https://api.vegacloud.io/prod/json/reply/ConvertSessionToToken","/json/reply/ConvertSessionToToken","xxxxxxx","xxxxxxx","https://portal.vegacloud.io/",,"false",,,,"xxxxxx",,"PT0.xxxx,"","","2022","10","07","22","false","false","false","0.xxxx","ConvertSessionToToken","1"
